fclt_name,sgnr_nm,legalemd_nm
광주문화재단,남구,구동
대전문화재단,중구,문화동
울산문화재단,남구,신정동
세종시문화재단,세종특별자치시,어진동
경기문화재단,수원시 팔달구,인계동
강원문화재단,춘천시,소양로3가
충북문화재단,청주시 청원구,우암동
충남문화재단,홍성군,홍북읍 신경리
전라남도문화관광재단,무안군,삼향읍 남악리
전라북도문화관광재단,전주시 완산구,경원동1가
경남문화예술진흥원,합천군,덕곡면 학리
제주문화예술재단,제주시,이도일동
경북문화재단,예천군,호명면 산합리
중구문화재단,중구,흥인동
구로문화재단,구로구,구로동
마포문화재단,마포구,대흥동
강남문화재단,강남구,삼성동
성북문화재단,성북구,돈암동
영등포문화재단,영등포구,당산동3가
종로문화재단,종로구,동숭동
서초문화재단,서초구,반포동
성동문화재단,성동구,행당동
광진문화재단,광진구,자양동
강북문화재단,강북구,수유동
도봉문화재단,도봉구,창동
은평문화재단,은평구,녹번동
금천문화재단,금천구,시흥동
동대문문화재단,동대문구,제기동
동작문화재단,동작구,흑석동
노원문화재단,노원구,중계동
관악문화재단,관악구,신림동
양천문화재단,양천구,신정동
송파문화재단,송파구,송파동
강동문화재단,강동구,상일동
부천문화재단,부천시,상동
고양문화재단,고양시,성사동
성남문화재단,성남시,야탑동
하남문화재단,하남시,덕풍동
화성시문화재단,화성시,반송동
안양문화예술재단,안양시,안양동
용인문화재단,용인시,죽전동
수원문화재단,수원시,남창동
오산문화재단,오산시,은계동
안산문화재단,안산시,고잔동
군포문화재단,군포시,산본동
김포문화재단,김포시,사우동
광명문화재단,광명시,철산동
여주세종문화재단,여주시,연양동
의정부문화재단,의정부시,의정부동
부평구문화재단,부평구,십정동
서구문화재단,인천서구,가정동
연수문화재단,연수구,옥련동
도심재생문화재단,중구,동문동
수성문화재단,수성구,범어동
달성문화재단,달성군,다사읍 매곡리
대구동구문화재단,동구,효목동
달서문화재단,달서구,장기동
행복북구문화재단,북구,관음동
금정문화재단,금정구,구서동
고래문화재단,남구,매암동
안동축제관광재단,안동시,운흥동
경주문화재단,경주시,황성동
청송문화관광재단,청송군,주왕산면 하의리
청도우리정신문화재단,청도군,운문면 방지리
영양축제관광재단,영양군,영양읍 서부리
영주문화관광재단,영주시,휴천동
포항문화재단,포항시,대도동
거제시문화예술재단,거제시,장승포동
김해문화재단,김해시,내동
창원문화재단,창원시,용호동
사천문화재단,사천시,대방동
밀양문화재단,밀양시,교동
거창문화재단,거창군,거창읍 김천리
전주문화재단,전주시,교동
익산문화관광재단,익산시,동산동
완주문화재단,완주군,용진읍 운곡리
고창문화관광재단,고창군,고창읍 읍내리
영암문화재단,영암군,영암읍 회문리
목포문화재단,목포시,남교동
담양군문화재단,담양군,담양읍 지침리
강진군문화관광재단,강진군,강진읍 남성리
순천문화재단,순천시,영동
강릉문화재단,강릉시,명주동
정선아리랑문화재단,정선군,정선읍 애산리
춘천시문화재단,춘천시,효자동
인제군문화재단,인제군,인제읍 남북리
원주문화재단,원주시,명륜동
평창문화예술재단,평창군,진부면 하진부리
영월문화재단,영월군,영월읍 영흥리
홍천문화재단,홍천군,홍천읍 갈마곡리
횡성문화재단,횡성군,횡성읍 읍하리
태백시문화재단,태백시,황지동
청주시문화산업진흥재단,청주시,내덕동
충주중원문화재단,충주시,성내동
영동축제관광재단,영동군,영동읍 매천리
제천문화재단,제천시,청전동
아산문화재단,아산시,염치읍 송곡리
천안문화재단,천안시,성정동
당진문화재단,당진시,읍내동
가산 생활문화센터,금천구,가산동
은평 생활문화센터,은평구,갈현동
체부동 생활문화센터,종로구,체부동
범일 생활문화센터,동구,범일동
좌천 생활문화센터,동구,좌천동
초량 생활문화센터,동구,초량동
양정1동 생활문화센터,부산진구,양정동
전포 생활문화센터,부산진구,전포동
금곡동 생활문화센터,북구,금곡동
감전 생활문화센터,사상구,감전동
두송 생활문화센터,사하구,다대동
충무동 생활문화센터,서구,토성동5가
동대신3동 생활문화센터,서구,동대신동3가
수영구 생활문화센터,수영구,광안동
구락 생활문화센터,수영구,망미동
깡깡이 생활문화센터,영도구,대평동1가
40계단문화관 생활문화센터,중구,동광동5가
부산 생활문화센터 (한성1918),중구,동광동3가
대덕문화전당 대덕생활문화센터,남구,대명동
대명 생활문화센터,남구,대명동
달서 생활문화센터 장기점,달서구,장기동
달서 생활문화센터 송현점,달서구,송현동
서재 행복 생활문화센터,달성군,다사읍 서재리
행복북구 생활문화센터,북구,관음동
비산5동 생활문화센터,서구,비산동
학산 생활문화센터 마당,미추홀구,용현동
솔마루 생활문화센터,동구,송현동
부평생활문화센터 공감168,부평구,십정동
진달래 생활문화센터,연수구,청학동
자월면 생활문화센터,옹진군,자월면 자월리
북도면 생활문화센터,옹진군,북도면 시도리
인천 생활문화센터 칠통마당,중구,해안동1가
개항장 문화마당 생활문화센터,중구,선린동
광산 생활문화센터,광산구,소촌동
남구 생활문화센터,남구,봉선동
농성문화의집 생활문화센터,서구,농성동
광주 서구 생활문화센터,서구,금호동
치평 생활문화센터,서구,치평동
서창 생활문화센터,서구,세하동
북구 생활문화센터,북구,중흥동
둔산1동 생활문화센터,서구,둔산동
대전시립미술관 생활문화센터,서구,만년동
한밭도서관 생활문화센터,중구,문화동
울산북구 생활문화센터,북구,양정동
울주 생활문화센터,울주군,두서면 인보리
중구 생활문화센터,중구,옥교동
조치원 생활문화센터,세종특별자치시,조치원읍 교리
부강 생활문화센터,세종특별자치시,부강면 부강리
아람마당 생활문화센터,고양시,마두동
호수마당 생활문화센터,고양시,장항동
월곶 생활문화센터,김포시,월곶면 군하리
동두천 생활문화센터,동두천시,생연동
오정 생활문화센터,부천시,오정동
소사 생활문화센터,부천시,소사본동
서현문화의집 생활문화센터,성남시,서현동
수원 생활문화센터,수원시,매산로3가
지동 창룡마을 창작센터,수원시,지동
경기 생활문화센터,수원시,서둔동
777 생활문화센터,양주시,장흥면 일영리
보정역 생활문화센터,용인시,보정동
현덕 생활문화센터,평택시,현덕면 인광리
화성시 생활문화센터,화성시,향남읍 도이리
군포시 생활문화센터,군포시,산본동
임당 생활문화센터,강릉시,임당동
동해시 생활문화센터,동해시,천곡동
동면 생활문화센터,양구군,동면 임당리
한반도 생활문화센터,영월군,한반도면 신천리
덕포 생활문화센터,영월군,영월읍 덕포리
원주 생활문화센터,원주시,일산동
판부 생활문화센터,원주시,관설동
화강 생활문화센터,철원군,서면 와수리
아르숲 생활문화센터,춘천시,효자동
달빛 생활문화센터,평창군,봉평면 덕거리
화천 생활문화센터,화천군,하남면 용암리
괴산 생활문화센터,괴산군,괴산읍 동부리
청주 생활문화센터,청주시,내덕동
충주 생활문화센터,충주시,교현동
금산 어깨동무 생활문화센터,금산군,금산읍 하옥리
당진 생활문화센터,당진시,읍내동
웅천 생활문화센터,보령시,웅천읍 대창리
부여 생활문화센터,부여군,부여읍 동남리
서산 생활문화센터,서산시,석남동
온양문화원 온양생활문화센터,아산시,온천동
배방 생활문화센터,아산시,배방읍 공수리
태안 생활문화센터,태안군,태안읍 남문리
고창 생활문화센터,고창군,고창읍 읍내리
김제 생활문화센터,김제시,교동
구이 생활문화센터,완주군,구이면 원기리
동상 생활문화센터,완주군,동상면 신월리
삼례 생활문화센터,완주군,삼례읍 삼례리
장수한누리전당 생활문화센터,장수군,장수읍 두산리
삼천문화의집 삼천생활문화센터,전주시,삼천동1가
진북문화의집 진북생활문화센터,전주시,진북동
효자문화의집 효자생활문화센터,전주시,효자동1가
인후문화의집 인후생활문화센터,전주시,인후동1가
우아문화의집 생활문화센터,전주시,우아동3가
정읍시 생활문화센터,정읍시,신태인읍 신태인리
진안 청소년 생활문화센터,진안군,진안읍 군하리
광양시 생활문화센터,광양시,광양읍 칠성리
겸백 생활문화센터,보성군,겸백면 석호리
조성면 생활문화센터,보성군,조성면 조성리
순천 생활문화센터 영동1번지,순천시,영동
여수 예술인촌 생활문화센터,여수시,화양면 옥적리
천관문학관 생활문화센터,장흥군,대덕읍 연지리
문내 생활문화센터,해남군,문내면 동외리
계곡 생활문화센터,해남군,계곡면 성진리
화순군 생활문화센터,화순군,화순읍 교리
화순읍 생활문화센터,화순군,화순읍 삼천리
경산 생활문화센터,경산시,서상동
군위 생활문화센터,군위군,군위읍 서부리
상주 생활문화센터,상주시,남장동
성주 생활문화센터,성주군,금수면 광산리
영덕 생활문화센터,영덕군,영덕읍 덕곡리
예주 생활문화센터,영덕군,영해면 성내리
영천문화원 생활문화센터,영천시,창구동
구룡포 생활문화센터,포항시,구룡포읍 구룡포리
하성 단노을 생활문화센터,거창군,웅양면 한기리
남해 생활문화센터,남해군,남해읍 서변리
백산마을 생활문화센터,밀양시,하남읍 백산리
신안마을 생활문화센터,밀양시,상동면 안인리
기산리 생활문화센터,밀양시,상남면 기산리
덕산문화의집 생활문화센터,산청군,시천면 사리
중앙 생활문화센터,창원시,중앙동
악양 생활문화센터,하동군,악양면 축지리
영평하동 알무드내 생활문화센터,제주시,영평동
내도동 생활문화센터,제주시,내도동
종달리 생활문화센터,제주시,구좌읍 종달리
우도 생활문화센터,제주시,우도면 연평리
해안동 생활문화센터,제주시,해안동
응암1동문화의집,은평구,응암동
갈현1동문화의집,은평구,갈현동
화곡문화의집,강서구,화곡동
노원문화의집,노원구,상계동
목2동문화의집,양천구,목동
연수구문화의집,연수구,동춘동
일곡문화의집,북구,일곡동
북구문화의집,북구,문흥동
각화문화의집,북구,각화동
농성문화의집,서구,농성동
신탄진문화의집,대덕구,신탄진동
회덕문화의집,대덕구,읍내동
송촌문화의집,대덕구,송촌동
울산중구문화의집,중구,유곡동
농소3동문화의집,북구,상안동
신정2동문화의집,남구,신정동
울주문화의집,울주군,온산읍 덕신리
성남문화의집,성남시,신흥동
서현문화의집,성남시,서현동
진접문화의집,남양주시,진접읍 장현리
광명문화의집,광명시,광명동
하안문화의집,광명시,하안동
향남문화의집,화성시,향남읍 행정리
봉담문화의집,화성시,봉담읍 상리
의왕문화의집,의왕시,오전동
고양문화의집,고양시,탄현동
역곡문화의집,부천시,역곡동
강릉문화의집,강릉시,교동
주문진문화의집,강릉시,주문진읍 교항리
원주문화의집,원주시,원동
판부문화의집,원주시,관설동
태백문화의집,태백시,장성동
고성문화의집,고성군,간성읍 하리
청주문화의집,청주시,석교동
흥덕문화의집,청주시,사직동
제천문화의집,제천시,중앙로2가
영동문화의집,영동군,영동읍 계산리
증평문화의집,증평군,증평읍 장동리
진천문화의집,진천군,덕산읍 산수리
단양문화의집,단양군,단양읍 도전리
주산문화의집,보령시,주산면 금암리
추부문화의집,금산군,추부면 마전리
금산문화의집,금산군,금산읍 하옥리
당진문화의집,당진시,읍내동
계룡문화의집,계룡시,신도안면 남선리
유구문화의집,공주시,유구읍 백교리
인후문화의집,전주시,인후동1가
우아문화의집,전주시,우아동3가
진북문화의집,전주시,진북동
효자문화의집,전주시,효자동1가
삼천문화의집,전주시,삼천동1가
정읍문화의집,정읍시,연지동
완주문화의집,완주군,삼례읍 삼례리
이서문화의집,완주군,이서면 갈산리
진안문화의집,진안군,진안읍 군하리
전통문화의집,무주군,무주읍 읍내리
관촌문화의집,임실군,관촌면 관촌리
순창문화의집,순창군,순창읍 남계리
해남문화의집,해남군,해남읍 성내리
영암삼호문화의집,영암군,삼호읍 용당리
무안문화의집,무안군,무안읍 교촌리
전남장애인문화의집,나주시,삼영동
동해문화의집,포항시,동해면 도구리
기계문화의집,포항시,기계면 현내리
김천문화의집,김천시,남산동
선산문화의집,구미시,선산읍 동부리
풍기문화의집,영주시,풍기읍 동부리
영양문화의집,영양군,영양읍 서부리
내서문화의집,창원시,내서읍 중리
경화문화의집,창원시,경화동
웅동문화의집,창원시,용원동
통영문화의집,통영시,산양읍 남평리
욕지문화의집,통영시,욕지면 동항리
김해문화의집,김해시,부원동
내외문화의집,김해시,내동
진영문화의집,김해시,진영읍 여래리
안동문화의집,김해시,안동
덕산문화의집,산청군,시천면 사리
진교문화의집,하동군,진교면 진교리
상북문화의집,양산시,상북면 석계리
하북문화의집,양산시,하북면 순지리
삼성문화의집,양산시,북정동
일도1동문화의집,제주시,일도일동
일도2동문화의집,제주시,일도이동
이도2동문화의집,제주시,이도이동
삼도2동문화의집,제주시,삼도이동
연동문화의집,제주시,연동
봉개동문화의집,제주시,봉개동
용담2동문화의집,제주시,용담이동
해안동문화의집,제주시,해안동
하귀문화의집,제주시,애월읍 하귀2리
신촌문화의집,제주시,조천읍 신촌리
고산문화의집,제주시,한경면 고산리
성산일출문화의집,서귀포시,성산읍 오조리
표선문화의집,서귀포시,표선면 표선리
안덕산방문화의집,서귀포시,안덕면 화순리
보목문화의집,서귀포시,보목동
중문문화의집,서귀포시,중문동
대륜문화의집,서귀포시,법환동
무릉문화의집,서귀포시,대정읍 무릉리
위미문화의집,서귀포시,남원읍 위미리
